501	-2.663
502	-2.641
503	-2.855
504	-2.72
505	-2.663
506	-2.667
507	-2.864
508	-2.917
509	-2.866
510	-2.788
511	-2.764
512	-2.603
513	-2.572
514	-2.653
515	-2.646
516	-2.696
517	-2.539
518	-2.694
519	-2.668
520	-2.732
521	-2.825
522	-2.786
523	-2.772
524	-2.86
525	-2.88
526	-2.745
527	-2.831
528	-2.831
529	-2.839
530	-2.939
531	-2.837
532	-2.93
533	-2.81
534	-2.983
535	-2.92
536	-2.891
537	-2.97
538	-2.871
539	-2.901
540	-2.878
541	-2.866
542	-2.735
543	-2.823
544	-2.925
545	-2.913
546	-2.857
547	-2.996
548	-3.098
549	-3.1
550	-2.856
551	-2.96
552	-2.907
553	-2.753
554	-2.577
555	-2.48
556	-2.362
557	-2.495
558	-2.698
559	-2.799
560	-2.791
561	-2.746
562	-2.502
563	-2.645
564	-2.692
565	-2.779
566	-2.781
567	-2.816
568	-2.812
569	-2.748
570	-2.704
571	-2.801
572	-2.856
573	-2.833
574	-2.821
575	-2.981
576	-2.987
577	-3.003
578	-2.996
579	-2.928
580	-2.95
581	-3.191
582	-3.263
583	-3.122
584	-3.203
585	-3.292
586	-3.146
587	-3.067
588	-3.11
589	-3.125
590	-3.132
591	-3.049
592	-2.979
593	-3.104
594	-2.969
595	-3.0
596	-3.006
597	-2.814
598	-2.813
599	-2.715
600	-2.7
601	-2.721
602	-2.556
603	-2.514
604	-2.468
605	-2.568
606	-2.668
607	-2.673
608	-2.679
609	-2.665
610	-2.797
611	-2.867
612	-2.937
613	-2.805
614	-2.913
615	-2.804
616	-2.914
617	-2.86
618	-2.712
619	-2.677
620	-2.661
621	-2.831
622	-2.886
623	-3.066
624	-3.122
625	-3.141
626	-2.985
627	-2.883
628	-2.781
629	-2.828
630	-2.859
631	-2.682
632	-2.785
633	-2.9
634	-2.983
635	-3.0
636	-2.812
637	-2.749
638	-2.781
639	-2.803
640	-2.83
641	-2.745
642	-2.837
643	-2.726
644	-2.856
645	-2.829
646	-2.815
647	-2.902
648	-2.9
649	-2.977
650	-3.055
651	-3.238
652	-3.22
653	-3.323
654	-3.399
655	-3.318
656	-3.285
657	-3.1
658	-2.983
659	-2.995
660	-3.108
661	-3.076
662	-2.874
663	-3.082
664	-2.985
665	-2.852
666	-2.857
667	-2.867
668	-2.778
669	-2.762
670	-2.805
671	-2.869
672	-2.802
673	-3.037
674	-3.051
675	-2.927
676	-2.955
677	-2.986
678	-3.059
679	-3.024
680	-2.94
681	-3.046
682	-3.178
683	-3.188
684	-3.235
685	-3.22
686	-3.266
687	-3.218
688	-3.313
689	-3.345
690	-3.362
691	-3.322
692	-3.366
693	-3.412
694	-3.286
695	-3.232
696	-3.29
697	-3.334
698	-3.283
699	-3.465
700	-3.285
701	-3.156
702	-3.039
703	-2.769
704	-2.692
705	-2.66
706	-2.634
707	-2.669
708	-2.588
709	-2.523
710	-2.397
711	-2.387
712	-2.401
713	-2.466
714	-2.387
715	-2.559
716	-2.417
717	-2.635
718	-2.683
719	-2.523
720	-2.516
721	-2.57
722	-2.756
723	-2.854
724	-3.018
725	-3.004
726	-3.026
727	-2.918
728	-2.989
729	-2.872
730	-2.814
731	-2.86
732	-2.944
733	-2.912
734	-2.748
735	-2.812
736	-2.832
737	-2.9
738	-2.686
739	-2.761
740	-2.963
741	-3.017
742	-2.891
743	-2.967
744	-2.911
745	-3.054
746	-3.116
747	-3.064
748	-3.13
749	-3.121
750	-3.067
751	-3.157
752	-3.118
753	-3.12
754	-3.124
755	-3.13
756	-3.171
757	-3.088
758	-3.274
759	-3.26
760	-3.337
761	-3.339
762	-3.252
763	-3.293
764	-3.382
765	-3.445
766	-3.267
767	-3.409
768	-3.335
769	-3.469
770	-3.406
771	-3.45
772	-3.333
773	-3.437
774	-3.615
775	-3.677
776	-3.604
777	-3.552
778	-3.471
779	-3.279
780	-3.086
781	-3.082
782	-3.026
783	-3.045
784	-2.934
785	-2.802
786	-2.714
787	-2.772
788	-2.792
789	-2.915
790	-2.924
791	-3.022
792	-2.906
793	-2.989
794	-2.917
795	-2.857
796	-2.907
797	-3.008
798	-2.913
799	-3.054
800	-2.937
801	-2.95
802	-2.932
803	-2.929
804	-3.011
805	-2.895
806	-2.98
807	-2.915
808	-2.938
809	-2.881
810	-2.882
811	-2.962
812	-3.028
813	-3.067
814	-3.203
815	-3.238
816	-3.188
817	-3.222
818	-3.248
819	-3.311
820	-3.341
821	-3.307
822	-3.368
823	-3.263
824	-3.199
825	-3.062
826	-2.956
827	-3.035
828	-3.039
829	-2.935
830	-2.831
831	-2.923
832	-2.82
833	-2.823
834	-2.733
835	-2.678
836	-2.736
837	-2.691
838	-2.568
839	-2.448
840	-2.566
841	-2.606
842	-2.687
843	-2.917
844	-2.891
845	-2.964
846	-2.927
847	-2.927
848	-2.983
849	-2.949
850	-2.927
851	-2.955
852	-2.956
853	-2.94
854	-2.957
855	-3.059
856	-3.102
857	-3.103
858	-3.187
859	-3.202
860	-3.236
861	-3.092
862	-3.23
863	-3.115
864	-3.037
865	-3.061
866	-3.095
867	-2.92
868	-2.724
869	-2.729
870	-2.754
871	-2.616
872	-2.69
873	-2.79
874	-2.963
875	-2.975
876	-2.882
877	-2.95
878	-2.895
879	-2.944
880	-2.919
881	-2.81
882	-2.801
883	-2.764
884	-2.892
885	-3.013
886	-2.978
887	-3.081
888	-3.058
889	-3.081
890	-2.857
891	-2.918
892	-2.803
893	-2.937
894	-2.83
895	-2.773
896	-2.757
897	-2.735
898	-2.706
899	-2.746
900	-2.691
901	-2.834
902	-2.839
903	-2.977
904	-2.856
905	-3.111
906	-3.092
907	-3.111
908	-2.938
909	-2.804
910	-2.733
911	-2.604
912	-2.502
913	-2.443
914	-2.439
915	-2.489
916	-2.62
917	-2.639
918	-2.705
919	-2.83
920	-2.661
921	-2.605
922	-2.625
923	-2.661
924	-2.777
925	-2.942
926	-2.902
927	-2.812
928	-2.813
929	-2.9
930	-2.867
931	-2.922
932	-2.862
933	-2.642
934	-2.542
935	-2.707
936	-2.724
937	-2.674
938	-2.901
939	-2.915
940	-2.856
941	-2.934
942	-3.119
943	-2.984
944	-3.032
945	-3.018
946	-2.947
947	-3.033
948	-2.812
949	-2.865
950	-2.935
951	-2.712
952	-2.781
953	-2.785
954	-2.667
955	-2.679
956	-2.587
957	-2.673
958	-2.482
959	-2.507
960	-2.562
961	-2.622
962	-2.691
963	-2.644
964	-2.742
965	-2.921
966	-2.995
967	-2.878
968	-2.755
969	-2.775
970	-2.709
971	-2.569
972	-2.523
973	-2.443
974	-2.296
975	-2.347
976	-2.537
977	-2.6
978	-2.581
979	-2.391
980	-2.337
981	-2.299
982	-2.242
983	-2.203
984	-2.174
985	-2.204
986	-2.377
987	-2.357
988	-2.423
989	-2.488
990	-2.237
991	-2.047
992	-2.106
993	-2.112
994	-2.195
995	-2.271
996	-2.248
997	-2.189
998	-2.263
999	-2.321
1000	-2.296
1001	-2.245
1002	-2.483
1003	-2.451
1004	-2.357
1005	-2.46
1006	-2.382
1007	-2.348
1008	-2.223
1009	-2.407
1010	-2.475
1011	-2.595
1012	-2.53
1013	-2.623
1014	-2.571
1015	-2.733
1016	-2.717
1017	-2.732
1018	-2.93
1019	-2.894
1020	-2.879
1021	-2.787
1022	-2.934
1023	-2.993
1024	-3.14
1025	-3.097
1026	-3.095
1027	-3.154
1028	-3.207
1029	-3.112
1030	-3.07
1031	-3.083
1032	-3.197
1033	-3.262
1034	-3.339
1035	-3.147
1036	-3.047
1037	-2.98
1038	-3.007
1039	-2.993
1040	-3.048
1041	-3.137
1042	-3.095
1043	-3.062
1044	-2.952
1045	-2.817
1046	-2.788
1047	-2.864
1048	-2.814
1049	-2.876
1050	-2.875
1051	-2.818
1052	-2.942
1053	-2.986
1054	-2.953
1055	-2.84
1056	-2.632
1057	-2.505
1058	-2.648
1059	-2.617
1060	-2.718
1061	-2.752
1062	-2.866
1063	-2.954
1064	-2.938
1065	-3.075
1066	-3.138
1067	-3.004
1068	-2.952
1069	-2.946
1070	-2.823
1071	-2.822
1072	-2.842
1073	-3.014
1074	-3.089
1075	-3.07
1076	-3.008
